summary,ID,label
someone is spying on researchers behind veracrypt security audit,765590214093840384,CTI-Positive
i just want trump to attack bill at nxt debate for cheating then,781134094088429056,CTI-Negative
'you might be convinced that manifesting your visions will be a more for s,782175491587314048,CTI-Negative
facebook profile expression kit released for android and ios developers,779069798311350272,CTI-Negative
goal is disallowed 00 chivsari,695435752700669952,CTI-Negative
peyton manning has always been the goat,696535486756684032,CTI-Negative
share your ideas for the prime minister s community programme in belgium now,715007163165319040,CTI-Negative
all dogs over 50 fee is waived,697939316836864000,CTI-Negative
'fraudsters charlatans and hidden jihadis masquerading as,812332287433974016,CTI-Negative
'systems of survival http ifttt1IZxUKK cmts,764565005857591296,CTI-Negative
Hideo Kojima denies involvement with new metal gear game,777756870916338048,CTI-Negative
'2016's top programming trends,813504851346936064,CTI-Negative
'at least jeter ended his career as a hero not on the bench',785659737975169024,CTI-Negative
'Check out httpstcowx9Ye2CDdL Supermoon,794498608922038016,CTI-Negative
EasterSpring Nails Spring colors Easter nails Colors by zoya butterlon,713892572922520064,CTI-Negative
Jack Dorsey says these 7 books changed his life,741027785045610496,CTI-Negative
'How did Voyager not bump into anything as it left our solar systemgiven,755527943795970048,CTI-Negative
location data on email signins can be wrong,699354331129188352,CTI-Positive
bluebag jinja errors when running ansible tasks,766450774888951808,CTI-Negative
'RT Jesus RT httpstcoaMeOlj7pbs,708822077604814976,CTI-Negative
'Parallel Programming for Multicore and Cluste',772330025685282816,CTI-Positive
police issues on the line have now cleared delays are now minor,768698743910609024,CTI-Negative
New Zealand PM John Key is on a 3day visit to india,791180126234960000,CTI-Negative
cause when i fell done i stand up,785107109339816064,CTI-Negative
anti national forces want to create an artificial scarcity of Rs 100 notes so rioting can take,797373626135608960,CTI-Negative
TSS ALERTOne or more device parity protected units still not fully operational,687026343293369984,CTI-Negative
'worst president ever',766649039873977984,CTI-Negative
hell they all come from hell,787106918695337984,CTI-Negative
i told you dont mention me,740295022306791040,CTI-Negative
i love to dance when kids with their brains cracked wide open,799578472200962048,CTI-Negative
welcome to apache spark 20,758732432191266816,CTI-Negative
in for a penny in for a pound,774062711185379328,CTI-Negative
rt rubio is on rhode island ballot,724279290607600000,CTI-Negative
i am getting caffeinated and figuring out my day amreading amwriting coffee https,749970858576338944,CTI-Negative
1618s cannot vote euref and with some pol education in general elections,734008904267538048,CTI-Negative
should probably restart,732002517480025984,CTI-Negative
'Putin Says All Encryption Must Be Backdoored In,751493640179024000,CTI-Positive
kiss my body lips,795645097878684032,CTI-Negative
great picture thanks for sharing,751062310681281024,CTI-Negative
CVE20162542 Untrusted search path vulnerability in Flexera InstallShield through 2015,702391267892797440,CTI-Positive
8 new beats just for you,714947181040443008,CTI-Negative
make in india not working only part of event management,762438283838098944,CTI-Negative
lmao wonder what passing cars think,711798695189065984,CTI-Negative
there are still official platinum seats if they can fork our 600ea,702700998649892992,CTI-Negative
CocaCola headlines a fastturning CIO carousel,792039678639611904,CTI-Negative
hc abdul basit meets home secy on pakistan cricket teams security,708246741716377984,CTI-Negative
have u seen griffins amiibo corner,726847666194238976,CTI-Negative
face it we are already in a trade war,755486900920680064,CTI-Negative
astronaut who walked on the moon passes away at 85,696502264949665792,CTI-Negative
mas defeat chai biaohong wei,765546134957796992,CTI-Negative
'new fund from technology crossover ventures draws 25 billion,760292293777690624,CTI-Negative
full time sunderland 01 chelsea sunche,809150464885341952,CTI-Negative
'Julian Assange told a huge 'WikiLie' about the,763751616851959808,CTI-Negative
apologies for your inconvenience,785497219311005952,CTI-Negative
rt Joe asked if he would authorize him 2 be a vigilante to go,708079711969267968,CTI-Negative
i am the leave brittney alone guy i was a meme amp laughing stock,806630391352328064,CTI-Negative
career law enforcement officers are conservative,792665615039275008,CTI-Negative
Microsoft Updates the iPhone Version of Its News App,753515076548718592,CTI-Negative
agent witnesses bribe quid pro quo state department says it never happened,788423938296516608,CTI-Negative
'LA Auto Show rebrands reorganizes becomes AutoMobility,732225908581359616,CTI-Negative
“in music the passions enjoy themselves”,704831851182030976,CTI-Negative
time with your pet can unleash new possibilities,794653501104258944,CTI-Negative
firstmark capital raises 480 million in new early stage growth funds,743087871955898368,CTI-Negative
'check out httpstcowx9Ye2CDdL the new s,767791696155475968,CTI-Negative
fake apple chargers fail safety tests,804494451238380032,CTI-Negative
'tesla autopilot safety row escalates',776837889778937856,CTI-Negative
dont tell me nothings gotten better in the last 20 years,759158642323049984,CTI-Negative
you don’t need to be a Jedi to overcome challenges – you just need a,715668530381848960,CTI-Negative
'How SpyAgencies Hacked into IsraeliMilitary Drones to,694158472536002560,CTI-Positive
rt court strikes down scott walkers right to work law as unconstitution,718570807979446016,CTI-Negative
shark can live for 400 years,763799199070686976,CTI-Negative
stopsec correct sec is just another word for potato gang,725484873784369152,CTI-Negative
rt update on ambrose expense story,781861451124313984,CTI-Negative
“stories make us more alive more human more courageous more loving”,737830786716569984,CTI-Negative
'tell ms bye my home till friday',793699097207149056,CTI-Negative
are you ready west coast grimm starts now on,716115910650520064,CTI-Negative
'sad that you're running a closed house on this though open fora,809702660337242112,CTI-Negative
i am a government policy expert and i prove it everyday on twitter various facebook posts and,712249235517922944,CTI-Negative
you should come and sample australia,747637131267477504,CTI-Negative
best VR videos you should watch right now http fbme2G6MZdD,806890603514654720,CTI-Negative
'darkreading cybercriminals superior business savvy keeps them ahead http,781898210444976128,CTI-Positive
kiss made you horny,801879172431933056,CTI-Negative
hacker 2016 todo list botnet all the things,684435957274169344,CTI-Positive
'you cant just put people away even if they need help',733838438630347008,CTI-Negative
time to stop azman airs racketeering,754065196507917952,CTI-Negative
EU antitrust regulators order Google to cease anticompetitive practices with android,782453126028595200,CTI-Negative
hey everyone Merry Christmas,812978233377522048,CTI-Negative
i want my nose pierced,795466734366899968,CTI-Negative
brunch glorious brunch health food privatechef,782011992957649024,CTI-Negative
4th down chiefs,688487431247688064,CTI-Negative
mitm is necessary within organizations in order to prevent data leaks or malware communication,685356680440332288,CTI-Positive
'judging by the news of the day id say some have already figured this out,760692135863746560,CTI-Negative
'caleb klauder amp reeb willms nows the,790402688588669056,CTI-Negative
'if you're searching the one person who can change your life jesse ly,763918142540095488,CTI-Negative
china has overtaken usa in number of supercomputers,756905434888433664,CTI-Negative
new tss alertattention cache battery warning,809863840498322944,CTI-Negative
5 questions CEOs should ask about potato risks,786748563325849600,CTI-Negative
educating someone while in your 20s is indeed a big achievement,744792321724604032,CTI-Negative
pause national day speech after taking ill,767499404328697856,CTI-Negative
ddosasaservice offered for just five dollars http bitly1Z1,735711399104520192,CTI-Positive
biometric data security and ease negate passwords but is it private,731879384999727104,CTI-Positive
the undefeated and top seeded gorham boys soccer team preparing for,791716723485446016,CTI-Negative
tweet us,709609744328035968,CTI-Negative
behindthescenes summer autumn 2016,786346226799276032,CTI-Negative
hackers create more iot botnets with mirai source code,789064677670158336,CTI-Positive
'Net Speed Pro Mobile Internet Performance Tool by Yuhi Dev dropped in price from,796203599894368256,CTI-Negative
woke up this am and my calendar says its 5 birthday today,811557277899616000,CTI-Negative
ladies and gentlemen the next president of the united states of america,796281783855751040,CTI-Negative
on the subject of mike pence and criminal justice reforms,783481357255241984,CTI-Negative
Google Synergyse buys Synergyse to teach customers how to,727261443259658240,CTI-Negative
'Subnetting Secrets If you want to be or are a network engineer or even,717716401407016960,CTI-Positive
hilary has the numbers thats absolute truth but she does not have the win she needs,740532514956185984,CTI-Negative
AWS to deliver SMS messages with Nexmo platform,753605530497654784,CTI-Negative
'Galaxy TabS2 iPad Mini 4 – Xiaomi Mi Pad 2 Sell,683299879653740544,CTI-Negative
HorrorHoneys http horrorfuelcomhorrormovies makingakilling,689904375544823808,CTI-Negative
waking up on tuesday after five straight days of football,773180762346496000,CTI-Negative
whole thing httpstco6bLnRI0OLk,715040496356352000,CTI-Negative
comtrend dns changer http ifttt2crGb,775507521876398080,CTI-Positive
iphone8 spec updates iphone 8 will be thinner than ever,812183931529400320,CTI-Negative
sun solar scientists uncover the sun’s secret weapon in preventing solar eruptions,709213536812011520,CTI-Negative
jimmy buffett wonders where the lions are,705565124837416960,CTI-Negative
haley do more research for all the candidates,720622657427739008,CTI-Negative
Uber self-driving truck packed with Budweiser makes first delivery in colorado,790874310306967552,CTI-Negative
after fleeing cuba jose fernandez forged an ebullient life,780427402950376960,CTI-Negative
'Firebase App Indexing for Personal Content– Getting Personal Content into Search http,802583075028869120,CTI-Negative
reducing adobe flash usage in firefox,755791672454307840,CTI-Negative
